SurveyNum,MEAN_SurvW,SUM_length,SurvWidth,length,area,lat,long
2,5.00000000000,366.94702000000,5.00000,366.94702,1815.28153,10.17718468270000000,124.17867866900000000
3,10.00000000000,450.47299000000,10.00000,450.47299,4533.37161,10.26536114640000000,124.19691226700000000
4,10.00000000000,292.28529000000,10.00000,292.28529,3036.42265,10.27474278610000000,124.20199656600000000
5,10.00000000000,1008.48411000000,10.00000,1008.48411,10042.88386,10.29012347560000000,124.13048246200000000
6,10.00000000000,838.74696000000,10.00000,838.74696,8282.41989,10.18616828370000000,124.07661597500000000
7,10.00000000000,825.27354000000,10.00000,825.27354,8297.28985,10.21298273380000000,124.25924846500000000
8,10.00000000000,186.36643000000,10.00000,186.36643,1778.90063,10.22838725050000000,124.24919472000000000
15,10.00000000000,303.75087000000,10.00000,303.75087,3090.78922,9.41123360859297000,123.32782774900000000
18,10.00000000000,667.64903000000,10.00000,667.64903,6702.47880,9.41752299999998000,123.34553100000000000
19,5.00000000000,705.91412000000,5.00000,705.91412,3494.36263,9.90067224003759000,123.60880091300000000
21,5.00000000000,960.99446000000,5.00000,960.99446,4775.70495,9.86419848081594000,123.58737448900000000
22,5.00000000000,323.03001000000,5.00000,323.03001,1595.95078,9.83298491701263000,123.56880434000000000
23,10.00000000000,939.37119000000,10.00000,939.37119,9311.64173,9.84126725926320000,123.56784444900000000
24,5.00000000000,1131.07895000000,5.00000,1131.07895,5616.90098,9.85406178368071000,123.57508780100000000
25,10.00000000000,260.57040000000,10.00000,260.57040,2514.26065,9.63574054848681000,123.48501891800000000
26,10.00000000000,749.65119000000,10.00000,749.65119,7405.59936,9.63952143887774000,123.48665228400000000
27,10.00000000000,350.91702000000,10.00000,350.91702,3542.22859,9.64674179224282000,123.48942130600000000
28,10.00000000000,826.60354000000,10.00000,826.60354,8197.06497,9.60982242914514000,123.47447785500000000
29,10.00000000000,764.07977000000,10.00000,764.07977,7581.33770,9.60298758546008000,123.47558306900000000
30,10.00000000000,554.33198000000,10.00000,554.33198,5545.35755,9.63256716028315000,123.48432281100000000
31,10.00000000000,452.14243000000,10.00000,452.14243,4447.61149,10.22754033160000000,123.81883415300000000
32,10.00000000000,1014.98733000000,10.00000,1014.98733,10112.47063,10.22158427950000000,123.79262056900000000
33,10.00000000000,469.77449000000,10.00000,469.77449,4644.37881,10.22262296440000000,123.78311888500000000
34,10.00000000000,605.92418000000,10.00000,605.92418,6036.83605,10.22877771800000000,123.81778794000000000
35,10.00000000000,491.74391000000,10.00000,491.74391,4913.34378,10.22480421820000000,123.80517353900000000
36,10.00000000000,752.93156000000,10.00000,752.93156,7515.16475,10.22636596640000000,123.79681686400000000
37,10.00000000000,315.14275000000,10.00000,315.14275,3160.71041,10.05880582150000000,123.63825321500000000
39,10.00000000000,630.37983000000,10.00000,630.37983,6263.79574,10.05305865830000000,123.63606257100000000
40,10.00000000000,337.56682000000,10.00000,337.56682,3345.90995,10.07658763230000000,123.65974231800000000
41,10.00000000000,244.11601000000,10.00000,244.11601,2423.01047,10.07729583600000000,123.66179736000000000
42,10.00000000000,566.40652000000,10.00000,566.40652,5607.16452,10.55760698310000000,124.04070251200000000
43,10.00000000000,768.10913000000,10.00000,768.10913,7594.92193,10.56330296200000000,124.04018654600000000
44,10.00000000000,885.42547000000,10.00000,885.42547,8808.92678,10.49516897190000000,124.03251847100000000
45,10.00000000000,850.78384000000,10.00000,850.78384,8455.13124,10.48584558230000000,124.02757202400000000
46,10.00000000000,497.88035000000,10.00000,497.88035,4987.70408,10.50483028470000000,124.03304427000000000
47,5.00000000000,302.73625000000,5.00000,302.73625,1512.11173,10.49053289690000000,124.03009588200000000
48,10.00000000000,652.58978000000,10.00000,652.58978,6510.52029,10.54867643800000000,124.03963948000000000
49,10.00000000000,76.20810000000,10.00000,76.20810,820.06040,10.17324752830000000,124.74944555100000000
50,10.00000000000,578.52786000000,10.00000,578.52786,5777.47071,10.17213527790000000,124.75053432800000000
51,10.00000000000,617.56764000000,10.00000,617.56764,6179.04171,10.12733397940000000,124.77628412700000000
52,10.00000000000,1386.85434000000,10.00000,1386.85434,13785.50384,10.13499684310000000,124.77016875100000000
53,10.00000000000,484.33843000000,10.00000,484.33843,4881.57088,10.12267831530000000,124.81195103800000000
54,0.60000000000,148.47825000000,0.60000,148.47825,88.76661,10.12374168760000000,124.87722287500000000
56,10.00000000000,61.72987000000,10.00000,61.72987,676.23365,10.00822307660000000,125.02918201600000000
57,5.00000000000,407.05572000000,5.00000,407.05572,1337.89211,9.96234175619587000,125.22367172900000000
58,5.00000000000,340.44326000000,5.00000,340.44326,979.57972,10.01716368180000000,125.02477505900000000
59,10.00000000000,367.90965000000,10.00000,367.90965,3546.89946,10.00990926600000000,125.02866433600000000
60,5.00000000000,850.59218000000,5.00000,850.59218,3679.24509,10.53993781170000000,124.63851782900000000
61,5.00000000000,1071.51110000000,5.00000,1071.51110,5224.51092,10.54922265190000000,124.65583357800000000
63,5.00000000000,624.94286000000,5.00000,624.94286,3087.33479,10.53228164540000000,124.75281443700000000
64,5.00000000000,227.74025000000,5.00000,227.74025,1088.72857,10.85569250580000000,124.72661763100000000
65,10.00000000000,714.57310000000,10.00000,714.57310,7133.24208,10.86974303310000000,124.71435136000000000
66,5.00000000000,582.22271000000,5.00000,582.22271,2312.38324,10.87322694660000000,124.71194091200000000
67,10.00000000000,1381.16602000000,10.00000,1381.16602,13712.11370,10.85399026200000000,124.72851800700000000
68,5.00000000000,657.68732000000,5.00000,657.68732,3175.87674,10.64145093800000000,124.77862080500000000
69,5.00000000000,287.95778000000,5.00000,287.95778,1248.14849,10.74401247070000000,124.78633291600000000
70,5.00000000000,130.81007000000,5.00000,130.81007,511.96154,10.63369325140000000,124.77541884700000000
71,5.00000000000,601.47364000000,5.00000,601.47364,2980.86508,10.65249022990000000,124.78347229400000000
72,10.00000000000,434.32988000000,10.00000,434.32988,4362.22686,10.69667399570000000,124.79079499800000000
73,5.00000000000,485.21523000000,5.00000,485.21523,2275.37646,11.04216811430000000,124.36837005300000000
74,10.00000000000,854.80327000000,10.00000,854.80327,8403.36106,11.04725082310000000,124.36677079600000000
75,10.00000000000,532.66530000000,10.00000,532.66530,5273.58520,11.03778491960000000,124.36984166900000000
76,5.00000000000,1072.87838000000,5.00000,1072.87838,5288.20359,11.00158337770000000,124.37494596600000000
77,10.00000000000,782.57784000000,10.00000,782.57784,7776.54539,10.91361529390000000,124.39093811000000000
78,10.00000000000,1166.51778000000,10.00000,1166.51778,11583.56112,10.98685851370000000,124.37755836800000000
79,10.00000000000,691.09867000000,10.00000,691.09867,6194.65817,10.95569672290000000,124.64908446900000000
80,10.00000000000,303.99978000000,10.00000,303.99978,3081.65196,10.97734243840000000,124.62623027300000000
81,10.00000000000,412.29139000000,10.00000,412.29139,4129.83279,10.99623198170000000,124.61610652100000000
82,0.83333000000,770.86384000000,0.83333,770.86384,637.32291,10.98929639990000000,124.56278937900000000
83,5.00000000000,266.60541000000,5.00000,266.60541,1181.17058,11.01265391700000000,124.59384820400000000
84,5.00000000000,691.85079000000,5.00000,691.85079,3379.51519,10.76290501750000000,124.00951331800000000
85,5.00000000000,714.38841000000,5.00000,714.38841,3391.91287,10.74227110380000000,124.01093208600000000
86,10.00000000000,486.49311000000,10.00000,486.49311,4843.62912,10.77900501030000000,124.02881378600000000
87,10.00000000000,678.80791000000,10.00000,678.80791,6785.72769,10.76676209690000000,124.01247924700000000
88,5.00000000000,966.50924000000,5.00000,966.50924,4553.11656,10.92394559010000000,124.03459378600000000
89,5.00000000000,1113.86297000000,5.00000,1113.86297,5273.51978,10.89286387690000000,124.05213260300000000
90,10.00000000000,1165.18556000000,10.00000,1165.18556,11542.54144,10.93214606120000000,124.03402980100000000
91,10.00000000000,686.36949000000,10.00000,686.36949,6802.46509,10.97045388420000000,124.04213456100000000
92,10.00000000000,882.09368000000,10.00000,882.09368,8757.89517,10.94744043410000000,124.03509358400000000
93,10.00000000000,681.01530000000,10.00000,681.01530,6774.97890,10.94142184330000000,124.03331688800000000
94,5.00000000000,454.12560000000,5.00000,454.12560,2133.78208,11.34811675670000000,124.10570446900000000
95,5.00000000000,1136.60309000000,5.00000,1136.60309,5629.76192,11.34896449770000000,124.11689210400000000
96,5.00000000000,816.93903000000,5.00000,816.93903,4045.98688,11.32005110410000000,124.10942848400000000
97,10.00000000000,673.38745000000,10.00000,673.38745,6673.19062,11.19355691760000000,124.04837514300000000
98,10.00000000000,938.13041000000,10.00000,938.13041,9297.61804,11.21078682030000000,124.06228790100000000
99,5.00000000000,907.79704000000,5.00000,907.79704,4488.04960,11.21872536080000000,124.07426089600000000
100,5.00000000000,1155.57484000000,5.00000,1155.57484,5705.14167,11.33783001300000000,124.12347962400000000
101,5.00000000000,939.15662000000,5.00000,939.15662,4612.56875,11.19948544410000000,124.05150827100000000
102,5.00000000000,1535.80396000000,5.00000,1535.80396,7578.90068,11.21711203770000000,124.06963428800000000
